price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,yr_built,yr_renovated,city
570000.0,3.0,2.25,2010,6000,1.0,0,0,3,1975,0,Redmond
787000.0,3.0,1.75,1330,7500,1.0,0,0,3,1961,2004,Bellevue
328000.0,4.0,2.5,2370,6500,2.0,0,0,3,1998,2006,Auburn
435000.0,5.0,2.0,1840,9240,1.0,0,0,4,1942,1958,Seattle
499000.0,4.0,2.5,2910,6479,2.0,0,0,3,2006,0,Snoqualmie
501000.0,4.0,1.0,2070,7519,1.0,0,0,3,1963,2008,Bellevue
1090000.0,4.0,2.5,4340,141570,2.5,0,0,3,1992,0,Redmond
400000.0,2.0,1.0,840,5510,1.0,0,0,3,1955,2005,Seattle
220000.0,4.0,1.5,1240,9600,1.0,0,0,3,1971,0,Federal Way
657100.0,4.0,1.0,1390,4240,1.0,0,0,3,1924,2011,Seattle
309950.0,4.0,2.75,2310,5000,2.0,0,0,3,2006,0,Maple Valley
300000.0,3.0,2.0,1050,10072,1.0,0,0,3,1986,0,Duvall
525888.0,5.0,1.75,2550,71874,1.0,0,0,5,1960,0,Issaquah
740000.0,4.0,1.75,2010,3600,1.5,0,0,3,1902,0,Seattle
340000.0,5.0,1.0,1120,9022,1.5,0,0,4,1962,0,Kirkland
398750.0,3.0,2.5,2230,4000,2.0,0,0,3,1954,2005,Seattle
206000.0,2.0,1.0,810,7158,1.0,0,0,5,1944,0,Burien
1030000.0,5.0,2.75,3190,16920,1.0,0,3,3,1976,0,Bellevue
600000.0,3.0,1.75,1670,39639,1.0,0,0,4,1976,1992,Sammamish
379950.0,4.0,1.75,1970,9389,1.0,0,0,5,1960,0,Shoreline
287000.0,3.0,1.0,1450,6000,1.0,0,0,4,1953,1983,Seattle
2280000.0,7.0,8.0,13540,307752,3.0,0,4,3,1999,0,Redmond
309950.0,3.0,2.5,1880,7838,2.0,0,0,3,1994,0,Renton
600000.0,3.0,1.75,1880,6360,1.0,0,0,4,1945,0,Seattle
418000.0,3.0,2.0,1410,6030,1.5,0,0,4,1930,0,Seattle
449250.0,4.0,2.0,1480,3844,1.5,0,0,5,1928,1970,Seattle
329950.0,2.0,1.0,1140,5250,1.5,0,0,4,1949,1985,Seattle
245000.0,3.0,1.75,1920,9306,1.0,0,0,3,1984,0,Auburn
549000.0,4.0,2.5,2910,6338,2.0,0,0,3,2008,0,Renton
800000.0,3.0,2.5,3240,7857,2.0,0,0,3,1994,0,Sammamish
249950.0,3.0,2.0,1550,15040,1.0,0,0,4,1958,1972,Renton
210000.0,5.0,2.0,2050,10200,1.0,0,0,3,1956,2001,Des Moines
1425000.0,2.0,2.5,2220,4000,2.0,0,0,3,2000,0,Seattle
585000.0,2.0,1.0,1770,8640,1.5,0,0,3,1949,1998,Seattle
615000.0,4.0,1.75,2300,11700,1.0,0,0,4,1977,0,Redmond
618500.0,3.0,2.0,1800,5000,1.0,0,0,4,1942,1982,Seattle
487585.0,4.0,1.75,2010,9211,1.0,0,0,3,1977,2004,Kirkland
509900.0,3.0,2.5,1790,2700,2.0,0,0,3,2010,0,Issaquah
631625.0,4.0,2.5,2440,6651,2.0,0,0,3,2014,0,Seattle
555000.0,3.0,2.5,1940,3211,2.0,0,0,3,2009,0,Issaquah
340000.0,2.0,1.5,1160,1438,2.0,0,0,3,2001,0,Seattle
830000.0,4.0,2.5,3400,9692,2.0,0,0,3,2007,0,Redmond
890000.0,4.0,4.25,4420,5750,2.0,0,0,3,2006,0,Issaquah
366750.0,3.0,3.0,1571,2017,3.0,0,0,3,2008,0,Seattle
415000.0,3.0,2.25,1620,998,2.5,0,0,3,2010,0,Issaquah
416286.0,3.0,2.5,1408,989,3.0,0,0,3,2005,0,Seattle
478000.0,3.0,2.5,3040,4535,2.0,0,0,3,2007,0,Renton
890000.0,5.0,3.5,4490,6000,2.0,0,0,3,2006,0,Issaquah
419190.0,2.0,2.5,1590,1426,2.0,0,0,3,2014,0,Issaquah
712198.0,4.0,2.5,2450,4247,2.0,0,0,3,2013,1923,Redmond
397000.0,4.0,2.0,1440,7680,1.0,0,0,3,1971,0,Kirkland
450000.0,2.0,2.0,1100,3000,1.5,0,0,3,1912,2005,Seattle
353000.0,3.0,1.0,1350,7740,1.0,0,0,4,1947,1988,Seattle
609000.0,4.0,2.5,2150,37981,2.0,0,0,3,1985,0,Redmond
234000.0,3.0,1.75,1490,8366,1.0,0,0,4,1975,0,Covington
561000.0,3.0,2.0,2000,7000,2.0,0,0,3,1916,1986,Seattle
469000.0,2.0,1.0,1030,4400,1.0,0,0,3,1924,2011,Seattle
329350.0,2.0,1.0,720,6687,1.0,0,0,3,1942,1999,Seattle
488000.0,5.0,2.0,2020,5000,1.5,0,0,4,1938,0,Seattle
279900.0,3.0,1.75,1580,8151,1.0,0,1,4,1962,0,Des Moines
606000.0,4.0,2.5,2110,13850,2.0,0,0,3,1987,2000,Issaquah
312000.0,4.0,2.0,1300,7054,1.0,0,0,3,1950,2013,Seattle
650000.0,3.0,1.5,1630,7475,1.0,0,1,3,1940,1996,Seattle
1135000.0,4.0,2.75,3370,8103,1.0,0,3,3,1970,2014,Seattle
325000.0,4.0,2.5,1890,6156,1.0,0,0,3,1980,0,Seattle
425000.0,4.0,2.0,1520,7983,1.0,0,0,5,1967,0,Inglewood-Finn Hill
219000.0,2.0,1.0,900,5160,1.0,0,0,3,1952,2008,Seattle
250000.0,3.0,1.0,1050,6874,1.0,0,0,3,1954,2005,Shoreline
390000.0,3.0,1.75,1260,6500,1.0,0,0,4,1966,0,Bellevue
475000.0,6.0,3.0,3470,117612,1.5,0,0,3,1924,2011,Kenmore
736000.0,4.0,2.5,2290,12047,2.0,0,0,4,1988,0,Bellevue
407000.0,4.0,2.25,2810,23400,1.0,0,1,3,1958,2004,Des Moines
272000.0,3.0,2.5,1650,13816,2.0,0,0,3,1998,2006,Carnation
362000.0,3.0,2.25,1640,14374,1.0,0,0,4,1963,0,Burien
535000.0,3.0,2.5,1850,10109,2.0,0,0,3,1991,0,Kirkland
284000.0,4.0,2.5,2000,5390,2.0,0,0,3,2003,0,Kent
367500.0,3.0,1.5,1410,9647,1.0,0,0,3,1961,2004,Shoreline
379900.0,4.0,1.75,1500,11600,1.0,0,0,4,1955,2009,Kenmore
520000.0,3.0,2.5,2460,54885,2.0,0,0,4,1980,0,Renton
175000.0,3.0,1.0,1010,7034,1.0,0,0,3,1954,2005,Renton
460000.0,2.0,2.25,1230,929,2.0,0,0,3,2004,2003,Seattle
345000.0,4.0,2.5,2331,3826,2.0,0,0,3,2007,0,Renton
455000.0,5.0,2.5,2240,7770,1.0,0,0,3,1978,0,Kirkland
610000.0,4.0,3.0,2450,10117,1.0,0,0,5,1967,0,Bellevue
563000.0,4.0,3.0,3100,15480,2.0,0,0,3,1996,0,Kenmore
612500.0,4.0,2.0,2060,5000,1.0,0,0,3,1949,2013,Seattle
218000.0,3.0,1.75,1850,7684,1.0,0,0,3,1979,2014,Federal Way
404000.0,4.0,1.75,1840,10720,1.0,0,0,3,1958,2004,Bellevue
860000.0,4.0,2.0,3740,32417,2.0,0,0,3,2000,0,Redmond
136500.0,3.0,1.5,1420,8580,1.0,0,0,3,1962,2003,Federal Way
313950.0,3.0,1.0,1510,6083,1.0,0,0,4,1940,2001,Seattle
575000.0,3.0,1.75,2130,6500,1.0,0,2,3,1954,2005,Seattle
1225000.0,4.0,2.25,3490,6906,2.0,0,0,4,1928,0,Seattle
280000.0,3.0,1.75,1630,11800,1.0,0,0,4,1971,0,North Bend
515000.0,3.0,2.5,1790,7167,2.0,0,0,3,1989,0,Sammamish
513000.0,4.0,2.5,2000,5684,2.0,0,0,3,1996,0,Kenmore
599000.0,4.0,2.25,2260,29930,2.0,0,0,4,1977,0,Bellevue
685000.0,4.0,2.5,3030,7864,2.0,0,0,3,1999,0,Sammamish
365000.0,3.0,1.5,1310,8160,1.0,0,0,3,1950,2005,Seattle
762300.0,4.0,2.5,3880,14550,2.0,0,0,3,1987,2000,Sammamish
1580000.0,4.0,3.25,3760,10920,1.5,0,0,5,1950,0,Seattle
562000.0,5.0,2.25,3040,8111,2.0,0,0,3,1984,0,Redmond
530000.0,5.0,2.5,2910,9636,1.0,0,0,4,1964,0,Bellevue
525000.0,3.0,2.5,2970,11985,1.0,0,0,3,1995,0,Sammamish
484000.0,2.0,1.75,1660,6000,1.0,0,0,3,1942,1999,Seattle
725126.0,4.0,2.5,3200,12369,2.0,0,0,3,1998,2006,Newcastle
360000.0,4.0,2.0,2680,18768,1.0,0,0,5,1965,0,Auburn
387000.0,3.0,1.0,1230,9568,1.0,0,0,5,1962,0,Newcastle
483500.0,4.0,2.5,2740,45732,2.0,0,0,3,1995,0,Woodinville
655500.0,4.0,3.5,3380,8330,2.0,0,0,3,2000,0,Shoreline
345000.0,3.0,1.0,1110,6250,1.0,0,0,3,1956,2001,Seattle
533000.0,5.0,2.75,1800,3780,1.5,0,0,3,1926,2003,Seattle
385000.0,3.0,1.75,1900,5520,1.0,0,0,3,1982,0,Seattle
675000.0,2.0,1.0,930,36478,1.0,0,2,3,1951,1994,Bellevue
197000.0,3.0,1.75,1690,7735,1.0,0,0,4,1976,1992,Auburn
485000.0,3.0,2.0,1420,4080,1.5,0,0,3,1905,2013,Seattle
1870000.0,5.0,4.0,4510,15175,2.0,0,0,3,1969,2002,Mercer Island
295000.0,3.0,2.25,1980,8000,1.0,0,0,4,1974,0,Federal Way
499000.0,2.0,1.75,1170,2400,1.0,0,0,4,1903,0,Seattle
1050000.0,3.0,2.5,2200,1970,2.0,0,0,3,2008,0,Seattle
191000.0,3.0,1.5,800,8850,1.0,0,0,4,1959,0,Federal Way
500000.0,3.0,2.5,1480,1171,3.0,0,0,3,2006,0,Seattle
390000.0,5.0,3.75,2890,5000,1.0,0,0,3,2006,0,Seattle
979000.0,3.0,2.5,2690,4047,3.0,0,0,3,2014,0,Seattle
580000.0,4.0,3.25,3569,8327,2.0,0,0,3,2013,1923,Renton
369950.0,3.0,2.0,1270,1320,3.0,0,0,3,2006,0,Seattle
1800000.0,5.0,5.0,4490,10279,2.0,0,0,3,2013,1923,Bellevue
776000.0,4.0,2.5,3040,6425,2.0,0,0,3,2008,0,Redmond
519950.0,3.0,2.25,1170,1249,3.0,0,0,3,2014,0,Seattle
255000.0,5.0,2.25,2060,8632,1.0,0,0,3,1962,2003,Burien
495000.0,3.0,1.0,990,6000,1.0,0,0,3,1943,2002,Seattle
510000.0,4.0,2.5,2430,5203,2.0,0,0,3,2003,0,Shoreline
1150000.0,4.0,4.0,4460,103382,2.0,0,0,3,2001,0,Redmond
253000.0,3.0,1.75,1250,10122,1.0,0,0,3,1994,0,Black Diamond
503000.0,3.0,2.75,1540,6760,1.0,0,0,5,1980,0,Kirkland
275000.0,3.0,2.5,1600,7000,2.0,0,0,4,1993,0,Maple Valley
249000.0,3.0,1.0,1110,8423,1.0,0,0,3,1952,2008,Burien
310000.0,3.0,1.75,1840,10723,1.0,0,0,4,1974,0,Renton
750000.0,3.0,2.75,2520,5401,1.0,0,0,4,1946,1989,Seattle
630000.0,3.0,2.5,2680,327135,2.0,0,0,3,1995,0,Ravensdale
599999.0,9.0,4.5,3830,6988,2.5,0,0,3,1938,2003,Seattle
758000.0,4.0,2.75,2410,9549,1.0,0,0,4,1956,0,Kirkland
248500.0,4.0,1.75,1720,10018,1.0,0,0,5,1960,0,Covington
310000.0,3.0,1.75,2070,37904,1.0,0,0,4,1973,0,Kent
460000.0,3.0,2.0,1760,9055,2.0,0,0,4,1985,0,Redmond
675000.0,3.0,1.75,1680,10500,1.0,0,0,4,1959,0,Bellevue
526000.0,2.0,2.0,1550,2400,1.5,0,0,4,1900,1971,Seattle
560000.0,3.0,3.0,4120,60392,2.0,0,2,3,1994,0,Carnation
415000.0,4.0,3.0,1830,9548,2.0,0,0,3,1991,0,Bothell
246000.0,3.0,1.0,1400,7410,1.0,0,0,3,1944,0,Burien
314500.0,3.0,1.75,1870,12381,1.0,0,0,4,1957,2001,Federal Way
3200000.0,7.0,4.5,6210,8856,2.5,0,2,5,1910,0,Seattle
420000.0,2.0,1.5,1040,3500,1.5,0,0,4,1904,0,Seattle
535000.0,3.0,1.75,2720,149410,1.5,0,0,3,1988,2000,Carnation
350000.0,3.0,1.0,1010,9360,1.0,0,0,3,1981,2013,Kirkland
515000.0,3.0,1.75,1580,9147,1.0,0,1,4,1967,0,Bellevue
749950.0,4.0,2.75,2600,6050,2.0,0,0,5,1949,0,Seattle
230000.0,3.0,2.5,1920,9180,2.0,0,0,3,1988,2000,Renton
568000.0,3.0,2.0,2350,5080,1.5,0,0,3,1929,0,Seattle
250000.0,1.0,1.0,1100,4373,1.0,0,0,2,1947,0,Burien
581000.0,4.0,2.0,2510,13695,1.0,0,0,4,1961,2001,Kirkland
651000.0,3.0,2.5,3240,108366,2.0,0,0,4,1991,0,Kent
600000.0,3.0,2.5,2460,108900,1.0,0,0,4,1977,0,Issaquah
500000.0,2.0,1.0,1010,3885,1.5,0,0,4,1906,1990,Seattle
475000.0,2.0,1.0,820,2723,1.0,0,0,3,1921,2000,Seattle
352000.0,5.0,2.5,2420,8560,1.0,0,2,3,1978,0,Seattle
420000.0,3.0,2.25,1770,8165,2.0,0,0,3,1977,2004,Kirkland
428000.0,2.0,2.0,1350,3900,1.0,0,0,3,2003,0,Redmond
599000.0,3.0,1.75,1960,4788,1.0,0,0,4,1920,0,Seattle
492000.0,4.0,2.5,3305,16164,1.5,0,0,5,1922,1956,Shoreline
630000.0,2.0,2.25,2550,5663,1.0,0,0,3,2011,0,Renton
900000.0,5.0,3.75,4130,226076,2.0,0,0,3,1985,0,Woodinville
1110000.0,4.0,1.5,2310,13300,1.0,0,0,3,1950,2005,Clyde Hill
575000.0,4.0,2.0,1650,5000,1.0,0,0,3,1955,2005,Seattle
705000.0,4.0,2.5,2650,4316,1.5,0,0,3,1905,2013,Seattle
940000.0,4.0,2.25,1890,5940,1.0,0,1,3,1963,2008,Seattle
313000.0,3.0,1.75,2190,8000,1.0,0,0,4,1967,0,Federal Way
618080.0,3.0,2.5,2030,6500,2.0,0,0,3,1988,2000,Issaquah
640000.0,3.0,3.0,2270,5175,2.0,0,0,3,2002,0,Renton
485000.0,3.0,2.0,1610,4160,1.0,0,0,4,1917,0,Seattle
300000.0,2.0,1.0,760,3001,1.0,0,0,3,1913,1983,Seattle
379500.0,2.0,1.0,1640,17335,1.0,0,0,3,1978,0,Redmond
339950.0,3.0,2.25,1630,12295,2.0,0,0,4,1985,0,Renton
1500000.0,6.0,2.5,3560,6480,2.5,0,0,4,1914,1945,Seattle
1340000.0,3.0,3.0,2960,5500,2.0,0,2,3,1937,1990,Seattle
500000.0,3.0,2.5,1940,37565,1.0,0,0,4,1987,0,Issaquah
239900.0,3.0,2.0,1410,7566,1.0,0,0,3,1985,0,Kent
314950.0,3.0,1.0,1040,16986,1.0,0,0,4,1968,0,Renton
361280.0,2.0,1.0,820,6400,1.0,0,0,4,1944,0,Seattle
100000.0,2.0,1.0,910,22000,1.0,0,0,3,1956,2001,Algona
540000.0,7.0,5.75,3700,7647,2.0,0,1,3,1948,1984,Lake Forest Park
480500.0,4.0,2.5,2180,11200,1.0,0,0,4,1968,0,Woodinville
280000.0,3.0,2.5,1600,4271,2.0,0,0,3,2000,0,Auburn
440000.0,3.0,1.75,1500,6180,1.0,0,0,4,1947,1988,Seattle
530000.0,3.0,1.0,1340,4284,1.0,0,0,3,1910,2006,Seattle
560000.0,3.0,2.0,1860,13374,1.0,0,0,3,1985,0,Issaquah
775000.0,3.0,2.0,2540,7200,1.5,0,3,4,1905,0,Seattle
160000.0,2.0,1.0,1040,13100,1.0,0,0,5,1912,0,Kent
209950.0,3.0,1.5,1380,11130,1.0,0,0,3,1960,2012,Federal Way
226500.0,3.0,1.75,1640,10762,1.0,0,0,3,1988,2000,Covington
380000.0,5.0,1.75,3000,6000,1.0,0,0,5,1958,0,Seattle
409500.0,4.0,2.75,2140,13000,1.0,0,0,3,1968,1997,Kenmore
690000.0,3.0,2.0,1760,6428,1.0,0,0,4,1942,1982,Seattle
405000.0,3.0,2.25,1660,8307,1.0,0,0,4,1961,2001,Shoreline
375000.0,3.0,2.5,1830,13042,2.0,0,0,3,1990,2009,Maple Valley
794154.0,4.0,2.0,2210,8556,1.0,0,1,4,1954,1979,Seattle
185000.0,4.0,1.0,1490,6600,1.0,0,0,3,1969,2010,Burien
245000.0,3.0,1.5,1260,1270,2.0,0,0,3,2005,0,Seattle
1532500.0,5.0,4.5,4270,8076,2.0,0,0,3,2007,0,Kirkland
1040000.0,4.0,3.5,3900,8391,2.0,0,0,3,2006,0,Kirkland
425000.0,2.0,2.5,1150,1027,3.0,0,0,3,2008,0,Seattle
495000.0,4.0,2.75,2656,21195,2.0,0,0,3,2014,0,Auburn
365000.0,5.0,2.75,2410,5003,1.0,0,0,3,2008,0,Seattle
417250.0,3.0,2.25,1606,1452,3.0,0,0,3,2009,0,Seattle
339950.0,2.0,1.0,820,681,3.0,0,0,3,2006,0,Seattle
615000.0,2.0,1.0,1540,6872,1.0,0,0,4,1946,1989,Seattle
403000.0,3.0,2.75,2090,8354,2.0,0,0,3,2012,1912,Duvall
980000.0,5.0,2.5,3160,11470,1.0,0,0,4,1971,0,Mercer Island
258000.0,4.0,1.75,1730,8320,1.0,0,0,3,1977,2004,Federal Way
533000.0,3.0,1.0,1670,4080,1.0,0,0,3,1967,2011,Seattle
537500.0,4.0,2.5,2550,4630,2.0,0,0,3,2005,0,Sammamish
830000.0,5.0,3.0,3040,9601,1.0,0,0,5,1968,0,Mercer Island
712000.0,3.0,1.0,1250,4620,1.5,0,0,4,1900,1971,Seattle
262000.0,4.0,2.5,2020,6236,2.0,0,0,3,2002,0,Algona
753888.0,4.0,2.5,2660,5500,2.0,0,2,3,2003,0,Issaquah
134000.0,2.0,1.5,980,5000,2.0,0,0,3,1922,2003,Skykomish
402000.0,3.0,2.5,1960,8000,1.0,0,0,4,1977,0,Kirkland
205000.0,2.0,1.0,720,5040,1.0,0,0,3,1955,2005,Seattle
553650.0,2.0,2.5,1360,1349,2.0,0,0,3,1997,0,Seattle
559950.0,2.0,2.0,1870,4950,1.0,0,0,3,2006,0,Redmond
260000.0,4.0,1.5,2130,8800,1.0,0,0,3,1962,2003,Kent
270000.0,4.0,2.5,1810,6509,2.0,0,0,3,1994,0,Kent
295000.0,2.0,1.75,2200,89298,1.0,0,0,3,1973,2013,Issaquah
719000.0,3.0,2.5,1690,4500,1.5,0,1,4,1928,0,Seattle
266000.0,3.0,2.5,1940,8547,1.0,0,0,3,1989,0,Kent
325900.0,4.0,2.5,2320,6270,2.0,0,0,3,2004,2003,Kent
647500.0,4.0,1.75,2060,26036,1.0,0,0,4,1947,1988,Normandy Park
1039000.0,4.0,1.0,3410,5000,2.0,0,0,5,1910,0,Seattle
569000.0,4.0,2.25,2250,41688,2.0,0,0,3,1980,0,Redmond
246000.0,3.0,1.75,1390,7399,1.0,0,0,4,1975,0,Kent
515000.0,2.0,1.0,1060,4960,1.0,0,0,3,1926,2003,Seattle
207000.0,3.0,1.0,1490,8995,1.0,0,0,4,1954,1979,Seattle
780000.0,4.0,1.75,2480,9195,1.0,0,0,3,1950,2005,Bellevue
489990.0,5.0,2.25,2440,20828,1.5,0,0,4,1975,0,Kent
335000.0,3.0,1.5,2240,87625,1.5,0,0,2,1980,0,Auburn
295000.0,3.0,2.5,1920,7229,2.0,0,0,3,1993,0,Federal Way
385000.0,3.0,1.75,1890,9920,1.0,0,0,3,1944,0,Seattle
350000.0,4.0,1.75,2250,13515,1.0,0,0,4,1940,2001,Kent
